sub_location,bed_rooms,bath_rooms,house_size,land_size,price,garden,commercial_area,luxury_level
Piliyandala ,3,2,1218.0 sqft,7.8 perches,"Rs 15,000,000.00",True,True,semi luxury
Piliyandala ,5,4,3000.0 sqft,8.0 perches,"Rs 29,500,000.00",True,False,semi luxury
Piliyandala ,4,4,2900.0 sqft,7.3 perches,"Rs 27,000,000.00",False,True,semi luxury
Piliyandala ,4,4,2500.0 sqft,6.8 perches,"Rs 27,500,000.00",False,True,semi luxury
Piliyandala ,5,4,3522.0 sqft,6.4 perches,"Rs 48,000,000.00",False,True,luxury
Piliyandala ,3,2,1550.0 sqft,8.5 perches,"Rs 16,500,000.00",False,True,semi luxury
Piliyandala ,4,3,1800.0 sqft,8.5 perches,"Rs 16,500,000.00",False,True,semi luxury
Piliyandala ,3,2,1500.0 sqft,8.0 perches,"Rs 15,000,000.00",True,True,semi luxury
Piliyandala ,3,2,1850.0 sqft,24.0 perches,"Rs 24,000,000.00",True,True,semi luxury
Piliyandala ,4,3,2500.0 sqft,7.8 perches,"Rs 27,500,000.00",False,True,semi luxury
Piliyandala ,3,3,1600.0 sqft,8.5 perches,"Rs 19,000,000.00",False,False,semi luxury
Piliyandala ,3,2,1550.0 sqft,10.0 perches,"Rs 15,800,000.00",True,True,semi luxury
Piliyandala ,3,2,1300.0 sqft,6.0 perches,"Rs 12,500,000.00",False,True,basic
Piliyandala ,3,2,1200.0 sqft,7.0 perches,"Rs 15,000,000.00",False,False,semi luxury
Piliyandala ,4,3,2400.0 sqft,9.0 perches,"Rs 24,000,000.00",True,True,semi luxury
Piliyandala ,5,3,3000.0 sqft,9.5 perches,"Rs 31,500,000.00",True,False,luxury
Piliyandala ,4,2,2200.0 sqft,6.0 perches,"Rs 27,500,000.00",True,True,semi luxury
Piliyandala ,3,3,2950.0 sqft,7.0 perches,"Rs 26,500,000.00",False,True,semi luxury
Piliyandala ,5,3,2800.0 sqft,10.0 perches,"Rs 29,500,000.00",True,True,semi luxury
Piliyandala ,3,2,1497.0 sqft,10.0 perches,"Rs 19,500,000.00",True,False,semi luxury
Piliyandala ,3,3,1600.0 sqft,10.0 perches,"Rs 26,000,000.00",True,True,semi luxury
Piliyandala ,5,5,2000.0 sqft,30.0 perches,"Rs 30,000,000.00",False,True,semi luxury
Piliyandala ,3,2,1500.0 sqft,10.0 perches,"Rs 19,000,000.00",True,True,semi luxury
Piliyandala ,5,4,3600.0 sqft,15.0 perches,"Rs 50,000,000.00",True,True,luxury
Piliyandala ,5,4,5500.0 sqft,30.0 perches,"Rs 115,000,000.00",True,True,luxury
Piliyandala ,6,3,2511.0 sqft,20.0 perches,"Rs 29,000,000.00",True,True,semi luxury
Piliyandala ,5,4,3200.0 sqft,7.0 perches,"Rs 42,000,000.00",False,True,luxury
Piliyandala ,3,3,2800.0 sqft,7.0 perches,"Rs 26,500,000.00",True,False,semi luxury
Piliyandala ,4,4,2875.0 sqft,7.5 perches,"Rs 27,500,000.00",True,True,semi luxury
Piliyandala ,4,4,3214.0 sqft,10.0 perches,"Rs 25,000,000.00",False,True,semi luxury
Piliyandala ,3,2,1542.0 sqft,6.2 perches,"Rs 16,500,000.00",True,True,semi luxury
Piliyandala ,5,4,3024.0 sqft,8.0 perches,"Rs 29,500,000.00",False,True,semi luxury
Piliyandala ,3,3,2574.0 sqft,7.0 perches,"Rs 26,500,000.00",False,True,semi luxury
Piliyandala ,3,2,1547.0 sqft,7.0 perches,"Rs 15,500,000.00",True,True,semi luxury
Piliyandala ,4,4,3142.0 sqft,8.0 perches,"Rs 41,000,000.00",True,True,luxury
Piliyandala ,4,4,3014.0 sqft,8.0 perches,"Rs 33,000,000.00",True,True,luxury
Piliyandala ,4,4,2875.0 sqft,7.0 perches,"Rs 27,500,000.00",False,True,semi luxury
Piliyandala ,3,3,1542.0 sqft,7.5 perches,"Rs 18,500,000.00",False,True,semi luxury
Piliyandala ,3,3,1587.0 sqft,10.0 perches,"Rs 26,000,000.00",False,True,semi luxury
Piliyandala ,3,3,2641.0 sqft,7.0 perches,"Rs 29,500,000.00",True,True,semi luxury
Piliyandala ,3,3,3026.0 sqft,7.8 perches,"Rs 39,000,000.00",False,True,luxury
Piliyandala ,3,2,1625.0 sqft,12.5 perches,"Rs 21,000,000.00",True,True,semi luxury
Piliyandala ,4,3,2540.0 sqft,10.2 perches,"Rs 23,000,000.00",False,True,semi luxury
Piliyandala ,3,2,1600.0 sqft,10.0 perches,"Rs 15,500,000.00",True,True,semi luxury
Piliyandala ,3,3,1500.0 sqft,6.1 perches,"Rs 17,500,000.00",False,True,semi luxury
Piliyandala ,3,1,1360.0 sqft,6.5 perches,"Rs 15,500,000.00",False,True,semi luxury
Piliyandala ,3,2,1548.0 sqft,8.5 perches,"Rs 19,500,000.00",False,True,semi luxury
Piliyandala ,4,3,2448.0 sqft,10.0 perches,"Rs 25,000,000.00",True,True,semi luxury
Piliyandala ,3,2,2960.0 sqft,7.38 perches,"Rs 27,500,000.00",False,False,semi luxury
Piliyandala ,3,2,1375.0 sqft,10.0 perches,"Rs 15,500,000.00",True,True,semi luxury
Piliyandala ,6,5,4350.0 sqft,20.0 perches,"Rs 69,500,000.00",True,False,luxury
Piliyandala ,4,3,2358.0 sqft,6.75 perches,"Rs 27,000,000.00",False,True,semi luxury
Piliyandala ,3,2,1235.0 sqft,6.1 perches,"Rs 17,500,000.00",False,True,semi luxury
Piliyandala ,4,3,2555.0 sqft,10.25 perches,"Rs 23,000,000.00",True,True,semi luxury
Piliyandala ,3,2,1547.0 sqft,10.0 perches,"Rs 15,800,000.00",False,True,semi luxury
Piliyandala ,3,1,1400.0 sqft,15.0 perches,"Rs 20,000,000.00",False,True,semi luxury
Piliyandala ,5,3,2810.0 sqft,10.5 perches,"Rs 37,000,000.00",False,True,luxury
Piliyandala ,4,3,4255.0 sqft,9.0 perches,"Rs 36,000,000.00",True,True,luxury
Piliyandala ,4,4,3600.0 sqft,9.0 perches,"Rs 36,000,000.00",True,True,luxury
Piliyandala ,4,3,2600.0 sqft,10.0 perches,"Rs 26,500,000.00",True,True,semi luxury
Piliyandala ,5,3,2885.0 sqft,8.0 perches,"Rs 31,500,000.00",True,True,luxury
Piliyandala ,2,2,3000.0 sqft,10.0 perches,"Rs 13,000,000.00",False,False,basic
Piliyandala ,3,3,1622.0 sqft,8.5 perches,"Rs 25,500,000.00",False,True,semi luxury
Piliyandala ,4,3,2500.0 sqft,6.5 perches,"Rs 24,800,000.00",False,True,semi luxury
Piliyandala ,5,4,3600.0 sqft,15.5 perches,"Rs 39,500,000.00",False,True,luxury
Piliyandala ,2,2,1452.0 sqft,10.0 perches,"Rs 18,000,000.00",False,True,semi luxury
Piliyandala ,5,3,2835.0 sqft,10.8 perches,"Rs 35,000,000.00",True,True,luxury
Piliyandala ,4,3,2700.0 sqft,7.5 perches,"Rs 33,000,000.00",False,True,luxury
Piliyandala ,3,2,1345.0 sqft,6.85 perches,"Rs 18,500,000.00",True,True,semi luxury
Piliyandala ,5,3,2545.0 sqft,10.0 perches,"Rs 39,500,000.00",True,True,luxury
Piliyandala ,4,3,3600.0 sqft,7.5 perches,"Rs 36,500,000.00",True,True,luxury
Piliyandala ,4,3,2200.0 sqft,6.5 perches,"Rs 24,800,000.00",True,False,semi luxury
Piliyandala ,2,2,1450.0 sqft,11.0 perches,"Rs 19,000,000.00",True,True,semi luxury
Piliyandala ,5,2,3200.0 sqft,7.0 perches,"Rs 24,000,000.00",False,True,semi luxury
Piliyandala ,2,2,1450.0 sqft,11.0 perches,"Rs 19,000,000.00",False,True,semi luxury
Piliyandala ,3,2,1400.0 sqft,7.0 perches,"Rs 17,800,000.00",True,True,semi luxury
Piliyandala ,3,2,1600.0 sqft,7.0 perches,"Rs 17,800,000.00",False,False,semi luxury
Piliyandala ,4,3,3200.0 sqft,7.2 perches,"Rs 36,500,000.00",False,True,luxury
Piliyandala ,4,3,2850.0 sqft,8.0 perches,"Rs 27,000,000.00",False,True,semi luxury
Piliyandala ,5,3,3400.0 sqft,6.5 perches,"Rs 24,000,000.00",False,True,semi luxury
Piliyandala ,5,3,2650.0 sqft,9.0 perches,"Rs 31,500,000.00",False,False,luxury
Piliyandala ,6,5,5500.0 sqft,10.0 perches,"Rs 55,000,000.00",False,True,luxury
Piliyandala ,4,4,3000.0 sqft,10.0 perches,"Rs 46,000,000.00",False,True,luxury
Piliyandala ,6,5,5500.0 sqft,10.0 perches,"Rs 55,000,000.00",True,False,luxury
Piliyandala ,3,2,1350.0 sqft,6.0 perches,"Rs 14,800,000.00",True,True,basic
Piliyandala ,4,3,2450.0 sqft,8.0 perches,"Rs 27,500,000.00",True,True,semi luxury
Piliyandala ,4,4,3900.0 sqft,15.0 perches,"Rs 50,000,000.00",True,True,luxury
Piliyandala ,4,2,1540.0 sqft,12.8 perches,"Rs 13,000,000.00",True,True,basic
Piliyandala ,4,2,2115.0 sqft,8.0 perches,"Rs 25,000,000.00",True,True,semi luxury
Piliyandala ,3,2,2000.0 sqft,10.0 perches,"Rs 29,500,000.00",False,True,semi luxury
Piliyandala ,3,3,1600.0 sqft,8.5 perches,"Rs 25,500,000.00",True,True,semi luxury
Piliyandala ,4,3,2684.0 sqft,7.5 perches,"Rs 36,500,000.00",True,True,luxury
Piliyandala ,3,2,1054.0 sqft,15.0 perches,"Rs 20,000,000.00",True,True,semi luxury
Piliyandala ,5,4,2448.0 sqft,7.0 perches,"Rs 35,000,000.00",True,True,luxury
Piliyandala ,4,3,2128.0 sqft,6.5 perches,"Rs 24,800,000.00",True,True,semi luxury
Piliyandala ,4,3,2948.0 sqft,10.0 perches,"Rs 32,000,000.00",False,True,luxury
Piliyandala ,4,3,3050.0 sqft,10.0 perches,"Rs 25,500,000.00",False,True,semi luxury
Piliyandala ,3,2,1200.0 sqft,7.5 perches,"Rs 17,800,000.00",False,True,semi luxury
Piliyandala ,4,4,2600.0 sqft,10.5 perches,"Rs 28,500,000.00",True,True,semi luxury
Piliyandala ,3,2,1400.0 sqft,7.5 perches,"Rs 17,800,000.00",True,True,semi luxury
Piliyandala ,3,3,1825.0 sqft,10.0 perches,"Rs 28,000,000.00",True,True,semi luxury
Piliyandala ,3,3,2162.0 sqft,7.0 perches,"Rs 26,500,000.00",True,True,semi luxury
Piliyandala ,4,3,2200.0 sqft,12.0 perches,"Rs 8,500,000.00",False,False,basic
Piliyandala ,5,3,3100.0 sqft,8.37 perches,"Rs 39,500,000.00",True,False,luxury
Piliyandala ,3,3,3022.0 sqft,7.0 perches,"Rs 26,500,000.00",False,True,semi luxury
Piliyandala ,3,3,2940.0 sqft,7.8 perches,"Rs 39,000,000.00",False,True,luxury
Piliyandala ,4,3,3011.0 sqft,12.5 perches,"Rs 37,500,000.00",True,True,luxury
Piliyandala ,3,3,2100.0 sqft,9.5 perches,"Rs 27,000,000.00",True,False,semi luxury
Piliyandala ,5,4,5155.0 sqft,30.0 perches,"Rs 110,000,000.00",True,True,luxury
Piliyandala ,3,3,2580.0 sqft,7.0 perches,"Rs 29,500,000.00",True,True,semi luxury
Piliyandala ,4,3,2700.0 sqft,10.0 perches,"Rs 24,000,000.00",False,True,semi luxury
Piliyandala ,4,3,2511.0 sqft,10.2 perches,"Rs 23,000,000.00",False,True,semi luxury
Piliyandala ,3,3,4200.0 sqft,10.0 perches,"Rs 58,500,000.00",True,True,luxury
Piliyandala ,6,5,4500.0 sqft,9.5 perches,"Rs 70,000,000.00",True,True,luxury
Piliyandala ,4,3,2546.0 sqft,7.25 perches,"Rs 33,000,000.00",True,True,luxury
Piliyandala ,4,3,2300.0 sqft,14.9 perches,"Rs 68,000,000.00",True,True,luxury
Piliyandala ,4,4,3200.0 sqft,8.0 perches,"Rs 41,000,000.00",True,False,luxury
Piliyandala ,4,3,1900.0 sqft,10.0 perches,"Rs 52,500,000.00",True,True,luxury
Piliyandala ,3,1,1366.0 sqft,10.0 perches,"Rs 15,800,000.00",False,True,semi luxury
Piliyandala ,3,1,1178.0 sqft,6.0 perches,"Rs 12,500,000.00",True,True,basic
Piliyandala ,4,3,2900.0 sqft,10.5 perches,"Rs 27,500,000.00",True,True,semi luxury
Piliyandala ,4,4,3000.0 sqft,7.3 perches,"Rs 27,000,000.00",False,True,semi luxury
Piliyandala ,4,2,2300.0 sqft,6.0 perches,"Rs 27,500,000.00",True,True,semi luxury
Piliyandala ,3,3,2800.0 sqft,9.5 perches,"Rs 32,000,000.00",True,True,luxury
Piliyandala ,4,4,2800.0 sqft,8.0 perches,"Rs 33,500,000.00",False,True,luxury
Piliyandala ,4,4,3000.0 sqft,8.0 perches,"Rs 36,000,000.00",False,True,luxury
Piliyandala ,5,4,2875.0 sqft,7.0 perches,"Rs 29,500,000.00",False,True,semi luxury
Piliyandala ,4,4,3021.0 sqft,7.0 perches,"Rs 27,000,000.00",True,True,semi luxury
Piliyandala ,4,4,3025.0 sqft,7.5 perches,"Rs 33,000,000.00",True,True,luxury
Piliyandala ,4,4,2875.0 sqft,7.0 perches,"Rs 27,500,000.00",True,True,semi luxury
Piliyandala ,5,4,3014.0 sqft,10.0 perches,"Rs 32,500,000.00",True,True,luxury
Piliyandala ,4,4,3014.0 sqft,8.0 perches,"Rs 41,000,000.00",True,True,luxury
Piliyandala ,4,4,3142.0 sqft,8.0 perches,"Rs 38,500,000.00",True,True,luxury
Piliyandala ,4,4,3014.0 sqft,8.0 perches,"Rs 39,000,000.00",True,True,luxury
Piliyandala ,3,2,1543.0 sqft,6.0 perches,"Rs 12,500,000.00",True,True,basic
Piliyandala ,3,2,1562.0 sqft,8.0 perches,"Rs 13,000,000.00",True,True,basic
Piliyandala ,3,3,1562.0 sqft,6.0 perches,"Rs 16,500,000.00",True,True,semi luxury
Piliyandala ,3,2,1245.0 sqft,6.5 perches,"Rs 13,000,000.00",True,True,basic
Piliyandala ,4,4,3142.0 sqft,7.0 perches,"Rs 39,500,000.00",False,True,luxury
Piliyandala ,3,2,2451.0 sqft,7.0 perches,"Rs 15,500,000.00",True,True,semi luxury
Piliyandala ,4,4,3014.0 sqft,9.0 perches,"Rs 33,500,000.00",True,True,luxury
Piliyandala ,4,4,2541.0 sqft,6.5 perches,"Rs 24,000,000.00",True,True,semi luxury
Piliyandala ,4,2,2500.0 sqft,19.8 perches,"Rs 22,500,000.00",False,True,semi luxury
Piliyandala ,3,2,1550.0 sqft,10.0 perches,"Rs 19,500,000.00",True,True,semi luxury
Piliyandala ,4,3,2300.0 sqft,9.0 perches,"Rs 26,000,000.00",False,True,semi luxury
Piliyandala ,3,2,1720.0 sqft,12.5 perches,"Rs 21,000,000.00",True,True,semi luxury
Piliyandala ,6,3,2650.0 sqft,20.0 perches,"Rs 29,000,000.00",True,True,semi luxury
Piliyandala ,4,4,2510.0 sqft,10.2 perches,"Rs 23,000,000.00",False,True,semi luxury
Piliyandala ,4,2,2243.0 sqft,7.5 perches,"Rs 27,500,000.00",True,True,semi luxury
Piliyandala ,4,4,3200.0 sqft,23.0 perches,"Rs 59,000,000.00",True,True,luxury
Piliyandala ,4,3,3038.0 sqft,10.0 perches,"Rs 24,000,000.00",True,True,semi luxury
Piliyandala ,3,2,1425.0 sqft,10.6 perches,"Rs 20,000,000.00",True,True,semi luxury
Piliyandala ,4,3,2900.0 sqft,9.0 perches,"Rs 28,000,000.00",False,False,semi luxury
Piliyandala ,4,4,2600.0 sqft,7.0 perches,"Rs 27,000,000.00",True,True,semi luxury
Piliyandala ,3,2,1500.0 sqft,10.0 perches,"Rs 21,000,000.00",False,True,semi luxury
Piliyandala ,4,2,2300.0 sqft,6.2 perches,"Rs 28,000,000.00",False,True,semi luxury
Piliyandala ,5,4,2460.0 sqft,6.4 perches,"Rs 48,000,000.00",False,True,luxury
Piliyandala ,5,5,4400.0 sqft,21.43 perches,"Rs 60,000,000.00",True,True,luxury
Piliyandala ,4,3,3875.0 sqft,9.0 perches,"Rs 36,000,000.00",True,True,luxury
Piliyandala ,5,4,2858.0 sqft,6.5 perches,"Rs 40,000,000.00",True,True,luxury
Piliyandala ,5,4,4200.0 sqft,20.0 perches,"Rs 60,000,000.00",True,True,luxury
Piliyandala ,3,2,1200.0 sqft,6.0 perches,"Rs 16,000,000.00",True,True,semi luxury
Piliyandala ,3,2,1235.0 sqft,8.5 perches,"Rs 16,000,000.00",True,True,semi luxury
Piliyandala ,5,3,2400.0 sqft,8.8 perches,"Rs 32,000,000.00",True,True,luxury
Piliyandala ,4,3,3600.0 sqft,9.0 perches,"Rs 36,000,000.00",True,True,luxury
Piliyandala ,3,3,2564.0 sqft,7.0 perches,"Rs 29,500,000.00",True,True,semi luxury
Piliyandala ,4,3,2675.0 sqft,7.25 perches,"Rs 33,000,000.00",True,True,luxury
Piliyandala ,5,4,3878.0 sqft,10.0 perches,"Rs 85,000,000.00",False,True,luxury
Piliyandala ,2,2,2500.0 sqft,73.0 perches,"Rs 70,000,000.00",True,True,luxury
Piliyandala ,5,4,4210.0 sqft,21.5 perches,"Rs 55,000,000.00",True,True,luxury
Piliyandala ,4,3,3520.0 sqft,7.0 perches,"Rs 59,500,000.00",False,True,luxury
Piliyandala ,4,5,4016.0 sqft,7.25 perches,"Rs 39,000,000.00",True,True,luxury
Piliyandala ,6,6,4266.0 sqft,7.25 perches,"Rs 46,000,000.00",False,True,luxury
Piliyandala ,4,3,1850.0 sqft,10.0 perches,"Rs 25,500,000.00",False,True,semi luxury
Piliyandala ,4,2,2750.0 sqft,10.0 perches,"Rs 26,500,000.00",True,True,semi luxury
Piliyandala ,3,3,2100.0 sqft,9.9 perches,"Rs 27,000,000.00",True,False,semi luxury
Piliyandala ,5,4,4500.0 sqft,21.43 perches,"Rs 60,000,000.00",True,True,luxury
Piliyandala ,5,4,3700.0 sqft,15.0 perches,"Rs 50,000,000.00",False,True,luxury
Piliyandala ,5,4,2800.0 sqft,10.0 perches,"Rs 29,800,000.00",False,True,semi luxury
Piliyandala ,4,3,2700.0 sqft,7.5 perches,"Rs 33,000,000.00",True,True,luxury
Piliyandala ,4,3,4200.0 sqft,14.15 perches,"Rs 29,000,000.00",False,False,semi luxury
Piliyandala ,3,3,1650.0 sqft,8.5 perches,"Rs 29,000,000.00",True,False,semi luxury
Piliyandala ,3,1,1200.0 sqft,15.0 perches,"Rs 12,500,000.00",False,False,basic
Piliyandala ,4,3,2325.0 sqft,6.5 perches,"Rs 24,800,000.00",True,True,semi luxury
Piliyandala ,3,1,1198.0 sqft,10.0 perches,"Rs 15,800,000.00",False,True,semi luxury
Piliyandala ,5,3,2842.0 sqft,8.0 perches,"Rs 31,500,000.00",True,True,luxury
Piliyandala ,3,1,1198.0 sqft,6.0 perches,"Rs 13,000,000.00",True,True,basic
Piliyandala ,3,3,1852.0 sqft,10.0 perches,"Rs 28,000,000.00",True,True,semi luxury
Piliyandala ,4,5,3425.0 sqft,8.0 perches,"Rs 37,500,000.00",False,True,luxury
Piliyandala ,5,3,3435.0 sqft,15.0 perches,"Rs 50,000,000.00",True,True,luxury
Piliyandala ,4,3,2655.0 sqft,7.5 perches,"Rs 36,500,000.00",True,True,luxury
Piliyandala ,4,3,1908.0 sqft,6.6 perches,"Rs 24,800,000.00",False,False,semi luxury
Piliyandala ,4,4,2800.0 sqft,10.5 perches,"Rs 28,500,000.00",True,True,semi luxury
Piliyandala ,3,2,1600.0 sqft,10.0 perches,"Rs 15,800,000.00",True,True,semi luxury
Piliyandala ,4,3,3000.0 sqft,7.5 perches,"Rs 38,500,000.00",True,True,luxury
Piliyandala ,4,4,3500.0 sqft,7.5 perches,"Rs 39,000,000.00",True,True,luxury
Piliyandala ,5,5,5000.0 sqft,15.0 perches,"Rs 50,000,000.00",True,True,luxury
Piliyandala ,5,4,3250.0 sqft,15.0 perches,"Rs 52,500,000.00",True,True,luxury
Piliyandala ,4,4,2875.0 sqft,7.0 perches,"Rs 24,000,000.00",True,True,semi luxury
Piliyandala ,4,4,2875.0 sqft,6.5 perches,"Rs 24,800,000.00",True,True,semi luxury
Piliyandala ,3,2,1542.0 sqft,6.5 perches,"Rs 13,000,000.00",True,True,basic
Piliyandala ,3,2,2587.0 sqft,7.0 perches,"Rs 26,500,000.00",False,True,semi luxury
Piliyandala ,4,3,2986.0 sqft,8.0 perches,"Rs 29,500,000.00",False,True,semi luxury
Piliyandala ,4,3,3412.0 sqft,10.0 perches,"Rs 28,500,000.00",True,True,semi luxury
Piliyandala ,3,2,1745.0 sqft,10.0 perches,"Rs 15,800,000.00",False,True,semi luxury
Piliyandala ,4,3,2541.0 sqft,6.5 perches,"Rs 27,500,000.00",False,True,semi luxury
Piliyandala ,6,5,3500.0 sqft,20.0 perches,"Rs 65,000,000.00",False,True,luxury
Piliyandala ,4,4,3500.0 sqft,7.5 perches,"Rs 36,500,000.00",True,True,luxury
Piliyandala ,6,3,2622.0 sqft,20.0 perches,"Rs 29,000,000.00",True,True,semi luxury
Piliyandala ,4,4,2517.0 sqft,7.0 perches,"Rs 27,000,000.00",False,True,semi luxury
Piliyandala ,4,4,2956.0 sqft,10.5 perches,"Rs 28,500,000.00",True,True,semi luxury
Piliyandala ,5,4,3588.0 sqft,15.0 perches,"Rs 50,000,000.00",True,True,luxury
Piliyandala ,3,3,2922.0 sqft,7.8 perches,"Rs 39,000,000.00",False,True,luxury
Piliyandala ,3,3,1822.0 sqft,10.0 perches,"Rs 28,000,000.00",True,True,semi luxury
Piliyandala ,4,3,2650.0 sqft,10.2 perches,"Rs 23,000,000.00",False,True,semi luxury
Piliyandala ,4,2,2211.0 sqft,11.0 perches,"Rs 27,000,000.00",False,True,semi luxury
Piliyandala ,3,3,2000.0 sqft,15.0 perches,"Rs 18,000,000.00",False,True,semi luxury
Piliyandala ,5,4,4400.0 sqft,21.5 perches,"Rs 55,000,000.00",True,True,luxury
Piliyandala ,4,2,1700.0 sqft,18.0 perches,"Rs 12,000,000.00",False,True,basic
Piliyandala ,3,2,1488.0 sqft,7.8 perches,"Rs 15,000,000.00",True,True,semi luxury
Piliyandala ,4,2,2685.0 sqft,9.5 perches,"Rs 27,000,000.00",True,True,semi luxury
Piliyandala ,4,3,3300.0 sqft,7.25 perches,"Rs 33,000,000.00",False,True,luxury
Piliyandala ,3,2,1400.0 sqft,10.0 perches,"Rs 13,200,000.00",False,True,basic
Piliyandala ,5,5,2800.0 sqft,10.0 perches,"Rs 29,800,000.00",False,True,semi luxury
Piliyandala ,6,4,2500.0 sqft,12.3 perches,"Rs 40,000,000.00",False,False,luxury
Piliyandala ,4,3,2900.0 sqft,9.0 perches,"Rs 27,000,000.00",True,True,semi luxury
Piliyandala ,3,2,1200.0 sqft,7.0 perches,"Rs 22,500,000.00",True,True,semi luxury
Piliyandala ,4,2,2051.0 sqft,8.0 perches,"Rs 25,000,000.00",True,True,semi luxury
Piliyandala ,3,1,1200.0 sqft,10.0 perches,"Rs 15,500,000.00",False,True,semi luxury
Piliyandala ,3,3,1650.0 sqft,8.0 perches,"Rs 29,000,000.00",True,True,semi luxury
Piliyandala ,4,3,2545.0 sqft,7.25 perches,"Rs 33,000,000.00",True,True,luxury
Piliyandala ,3,3,1668.0 sqft,8.5 perches,"Rs 27,500,000.00",True,True,semi luxury
Piliyandala ,2,1,1428.0 sqft,11.8 perches,"Rs 14,500,000.00",True,False,basic
Piliyandala ,5,4,3400.0 sqft,8.37 perches,"Rs 42,000,000.00",True,False,luxury
Piliyandala ,4,2,2800.0 sqft,10.4 perches,"Rs 40,000,000.00",True,True,luxury
Piliyandala ,5,4,3201.0 sqft,8.0 perches,"Rs 31,000,000.00",True,True,luxury
Piliyandala ,3,2,1375.0 sqft,6.8 perches,"Rs 18,500,000.00",True,True,semi luxury
Piliyandala ,3,2,2030.0 sqft,6.6 perches,"Rs 26,500,000.00",False,False,semi luxury
Piliyandala ,5,3,2825.0 sqft,8.0 perches,"Rs 31,500,000.00",True,True,luxury
Piliyandala ,3,3,2285.0 sqft,7.0 perches,"Rs 26,500,000.00",True,True,semi luxury
Piliyandala ,7,5,3000.0 sqft,11.0 perches,"Rs 58,000,000.00",False,True,luxury
Piliyandala ,4,2,1881.0 sqft,6.2 perches,"Rs 12,000,000.00",False,True,basic
Piliyandala ,4,4,2800.0 sqft,8.0 perches,"Rs 41,000,000.00",True,True,luxury
Piliyandala ,5,2,2640.0 sqft,8.8 perches,"Rs 20,000,000.00",False,False,semi luxury
Piliyandala ,4,3,2672.0 sqft,7.5 perches,"Rs 36,500,000.00",True,True,luxury
Piliyandala ,5,4,3100.0 sqft,6.4 perches,"Rs 49,500,000.00",True,True,luxury
Piliyandala ,4,4,3500.0 sqft,7.5 perches,"Rs 36,000,000.00",True,True,luxury
Piliyandala ,3,3,2200.0 sqft,7.0 perches,"Rs 29,000,000.00",True,True,semi luxury
Piliyandala ,6,4,4500.0 sqft,10.0 perches,"Rs 55,000,000.00",True,True,luxury
Piliyandala ,5,4,5000.0 sqft,38.0 perches,"Rs 70,000,000.00",True,True,luxury
Piliyandala ,3,2,1300.0 sqft,6.5 perches,"Rs 13,800,000.00",True,True,basic
Piliyandala ,3,3,2218.0 sqft,7.0 perches,"Rs 26,500,000.00",True,True,semi luxury
Piliyandala ,3,1,1375.0 sqft,10.0 perches,"Rs 15,800,000.00",False,True,semi luxury
Piliyandala ,3,2,1300.0 sqft,7.5 perches,"Rs 19,200,000.00",True,True,semi luxury
Piliyandala ,2,2,1411.0 sqft,10.0 perches,"Rs 18,000,000.00",False,True,semi luxury
Piliyandala ,3,3,3044.0 sqft,7.0 perches,"Rs 26,500,000.00",False,True,semi luxury
Piliyandala ,3,3,1550.0 sqft,8.5 perches,"Rs 25,500,000.00",True,True,semi luxury
Piliyandala ,4,3,3044.0 sqft,10.2 perches,"Rs 23,000,000.00",False,True,semi luxury
Piliyandala ,3,3,3022.0 sqft,7.8 perches,"Rs 39,000,000.00",False,True,luxury
Piliyandala ,3,3,2655.0 sqft,7.0 perches,"Rs 29,500,000.00",True,True,semi luxury
Piliyandala ,4,4,2700.0 sqft,10.5 perches,"Rs 28,500,000.00",True,True,semi luxury
Piliyandala ,3,3,1300.0 sqft,6.4 perches,"Rs 15,500,000.00",False,True,semi luxury
Piliyandala ,5,4,4550.0 sqft,15.5 perches,"Rs 58,000,000.00",True,True,luxury
Piliyandala ,4,4,3500.0 sqft,10.0 perches,"Rs 54,000,000.00",True,True,luxury
Piliyandala ,4,3,2600.0 sqft,9.0 perches,"Rs 31,500,000.00",True,True,luxury
Piliyandala ,3,2,1300.0 sqft,6.5 perches,"Rs 14,500,000.00",True,True,basic
Piliyandala ,5,3,2750.0 sqft,9.0 perches,"Rs 31,500,000.00",False,False,luxury
Piliyandala ,4,4,2200.0 sqft,6.5 perches,"Rs 24,800,000.00",True,True,semi luxury
Piliyandala ,5,3,2500.0 sqft,8.8 perches,"Rs 31,500,000.00",False,True,luxury
Piliyandala ,4,3,2800.0 sqft,9.0 perches,"Rs 42,000,000.00",False,False,luxury
Piliyandala ,5,3,3000.0 sqft,9.5 perches,"Rs 31,500,000.00",True,True,luxury
Piliyandala ,5,3,3000.0 sqft,9.5 perches,"Rs 31,500,000.00",False,False,luxury
Piliyandala ,4,2,2550.0 sqft,8.0 perches,"Rs 21,000,000.00",True,False,semi luxury
Piliyandala ,10,4,4356.0 sqft,11.5 perches,"Rs 27,500,000.00",True,True,semi luxury
Piliyandala ,2,1,1280.0 sqft,6.0 perches,"Rs 13,000,000.00",False,True,basic
Piliyandala ,3,2,1228.0 sqft,6.1 perches,"Rs 17,500,000.00",False,True,semi luxury
Piliyandala ,5,4,3550.0 sqft,12.32 perches,"Rs 36,000,000.00",False,True,luxury
Piliyandala ,4,3,3000.0 sqft,9.0 perches,"Rs 39,500,000.00",False,True,luxury
